sample_accession	hq_filter	sylph_species	country	collection_date
SAMEA7838810	PASS	Neisseria meningitidis		
SAMN29406992	PASS	Neisseria meningitidis	USA	2001
SAMEA1011484	PASS	Neisseria meningitidis		
SAMEA104354110	PASS	Neisseria meningitidis	New Zealand	1998
SAMEA4948216	PASS	Neisseria meningitidis		
SAMEA4948493	PASS	Neisseria meningitidis		
SAMEA4948724	PASS	Neisseria meningitidis		
SAMEA5747899	PASS	Neisseria meningitidis		
SAMEA678148	PASS	Neisseria meningitidis		
SAMEA7838265	PASS	Neisseria meningitidis		
SAMEA1401872	PASS	Neisseria meningitidis		
SAMEA4948220	PASS	Neisseria meningitidis		
SAMEA7838278	PASS	Neisseria meningitidis		
SAMEA8497733	PASS	Neisseria meningitidis		
SAMN09011464	PASS	Neisseria meningitidis	USA	2012
SAMN42000968	SYLPH_RESULTS_FAIL	unknown	Belgium	2019-10-15
SAMN44030965	PASS	Neisseria meningitidis	New Zealand	2006
SAMEA1522818	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA29734918	PASS	Neisseria meningitidis		
SAMEA5757448	PASS	Neisseria meningitidis		
SAMEA114226828	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA3497762	PASS	Neisseria meningitidis		
SAMEA4442111	PASS	Neisseria meningitidis		
SAMEA5661211	PASS	Neisseria meningitidis		
SAMEA7838621	PASS	Neisseria meningitidis		
SAMN08874979	PASS	Neisseria meningitidis	Norway	1988
SAMN13451069	PASS	Neisseria meningitidis	New Zealand	2018
SAMN35340363	PASS	Neisseria meningitidis	New Zealand	2022
SAMEA111347610	PASS	Neisseria meningitidis	Norway	2001-06-04
SAMEA3109147	PASS	Neisseria meningitidis		
SAMEA4948620	PASS	Neisseria meningitidis		
SAMEA7838870	PASS	Neisseria meningitidis		
SAMN44030901	PASS	Neisseria meningitidis	New Zealand	1996
SAMEA7838882	PASS	Neisseria meningitidis		
SAMEA8114325	PASS	Neisseria meningitidis		
SAMEA4948316	PASS	Neisseria meningitidis		
SAMEA4948439	PASS	Neisseria meningitidis		
SAMEA6227671	CHECKM2_MAX_CONTAM,MAX_CONTIG_NUM	Neisseria meningitidis		
SAMEA8114282	PASS	Neisseria meningitidis		
SAMEA7838514	PASS	Neisseria meningitidis		
SAMEA7838978	PASS	Neisseria meningitidis		
SAMN36745832	PASS	Neisseria meningitidis	USA: Florida	2023-04-29
SAMEA2629116	PASS	Neisseria meningitidis		
SAMEA4948136	PASS	Neisseria meningitidis		
SAMEA7838271	PASS	Neisseria meningitidis		
SAMEA7838502	PASS	Neisseria meningitidis		
SAMEA7838591	PASS	Neisseria meningitidis		
SAMEA103982740	PASS	Neisseria meningitidis		
SAMEA5757447	PASS	Neisseria meningitidis		
SAMEA6226947	PASS	Neisseria meningitidis		
SAMEA6227096	PASS	Neisseria meningitidis		
SAMEA8114280	PASS	Neisseria meningitidis		
SAMN14501253	PASS	Neisseria meningitidis	USA	2015
SAMEA4948639	PASS	Neisseria meningitidis		
SAMEA7838444	PASS	Neisseria meningitidis		
SAMN29756964	PASS	Neisseria meningitidis	USA	2015
SAMEA112237025	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA2271397	PASS	Neisseria meningitidis		
SAMEA3506972	PASS	Neisseria meningitidis		
SAMEA5577975	PASS	Neisseria meningitidis		
SAMEA4948740	PASS	Neisseria meningitidis		
SAMEA5749261	PASS	Neisseria meningitidis		
SAMEA678491	PASS	Neisseria meningitidis		
SAMEA7838310	PASS	Neisseria meningitidis		
SAMEA7838750	PASS	Neisseria meningitidis		
SAMN32815813	PASS	Neisseria meningitidis	USA	2018
SAMN32815977	PASS	Neisseria meningitidis	USA	2019
SAMN42000620	PASS	Neisseria meningitidis	Belgium	2016-02-03
SAMEA3661926	PASS	Neisseria meningitidis		
SAMEA4948173	PASS	Neisseria meningitidis		
SAMEA4948276	PASS	Neisseria meningitidis		
SAMEA5748153	PASS	Neisseria meningitidis		
SAMEA8114234	PASS	Neisseria meningitidis		
SAMEA8114334	PASS	Neisseria meningitidis		
SAMN42000896	PASS	Neisseria meningitidis	Belgium	2019-02-09
SAMEA2271395	PASS	Neisseria meningitidis		
SAMEA4719204	PASS	Neisseria meningitidis		
SAMEA4948522	PASS	Neisseria meningitidis		
SAMEA7741079	PASS	Neisseria meningitidis		
SAMEA7838411	PASS	Neisseria meningitidis		
SAMEA8114076	PASS	Neisseria meningitidis		
SAMEA8114281	PASS	Neisseria meningitidis		
SAMN44030931	PASS	Neisseria meningitidis	New Zealand	2002
SAMEA1523005	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2570248	CHECKM2_MAX_CONTAM,SYLPH_RESULTS_FAIL	unknown		
SAMEA2820782	PASS	Neisseria meningitidis		
SAMEA7838266	PASS	Neisseria meningitidis		
SAMEA1522851	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA3650378	PASS	Neisseria meningitidis		
SAMEA4361380	PASS	Neisseria meningitidis		
SAMEA6227070	PASS	Neisseria meningitidis		
SAMEA7740994	PASS	Neisseria meningitidis		
SAMN42000972	PASS	Neisseria meningitidis	Belgium	2019-11-01
SAMEA6538695	PASS	Neisseria meningitidis		
SAMEA7838349	PASS	Neisseria meningitidis		
SAMEA7838452	PASS	Neisseria meningitidis		
SAMEA7838650	PASS	Neisseria meningitidis		
SAMEA7838729	PASS	Neisseria meningitidis		
SAMEA8114095	PASS	Neisseria meningitidis		
SAMEA8114331	PASS	Neisseria meningitidis		
SAMEA8114400	PASS	Neisseria meningitidis		
SAMEA2629074	PASS	Neisseria meningitidis		
SAMEA2673800	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA6227185	PASS	Neisseria meningitidis		
SAMN14500641	PASS	Neisseria meningitidis	USA	2015
SAMN44030899	PASS	Neisseria meningitidis	New Zealand	1996
SAMEA115182385	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA2820867	PASS	Neisseria meningitidis		
SAMEA4948582	PASS	Neisseria meningitidis		
SAMEA104354115	PASS	Neisseria meningitidis	New Zealand	1997
SAMEA2674488	PASS	Neisseria meningitidis		
SAMEA3503675	PASS	Neisseria meningitidis		
SAMEA5539691	PASS	Neisseria meningitidis		
SAMEA13635365	PASS	Neisseria meningitidis		
SAMEA7741125	PASS	Neisseria meningitidis		
SAMEA7838568	PASS	Neisseria meningitidis		
SAMEA1523169	CHECKM2_MAX_CONTAM	Neisseria meningitidis	United Kingdom	2011
SAMEA2271678	PASS	Neisseria meningitidis		
SAMEA5749288	PASS	Neisseria meningitidis		
SAMEA2820834	PASS	Neisseria meningitidis		
SAMEA4948253	PASS	Neisseria meningitidis		
SAMEA8114133	PASS	Neisseria meningitidis		
SAMEA111348030	PASS	Neisseria meningitidis	Norway	2006-02-19
SAMEA3503245	SYLPH_RESULTS_FAIL	unknown		
SAMEA37456168	PASS	Neisseria meningitidis		
SAMEA4361411	PASS	Neisseria meningitidis		
SAMEA4948826	PASS	Neisseria meningitidis		
SAMEA7838686	PASS	Neisseria meningitidis		
SAMEA8114286	PASS	Neisseria meningitidis		
SAMEA4948624	PASS	Neisseria meningitidis		
SAMEA4948662	PASS	Neisseria meningitidis		
SAMEA7838451	PASS	Neisseria meningitidis		
SAMEA7838919	PASS	Neisseria meningitidis		
SAMEA2049347	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2674267	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4532272	PASS	Neisseria meningitidis		
SAMN44030967	PASS	Neisseria meningitidis	New Zealand	2006
SAMEA114226831	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA2820789	PASS	Neisseria meningitidis		
SAMEA4948723	PASS	Neisseria meningitidis		
SAMEA6227050	PASS	Neisseria meningitidis		
SAMEA114392445	PASS	Neisseria meningitidis	Portugal	2018
SAMEA3503504	PASS	Neisseria meningitidis		
SAMEA7741062	PASS	Neisseria meningitidis		
SAMEA7838738	PASS	Neisseria meningitidis		
SAMEA7838952	PASS	Neisseria meningitidis		
SAMEA103982761	PASS	Neisseria meningitidis		
SAMEA3503425	SYLPH_RESULTS_FAIL	unknown		
SAMEA3503632	SYLPH_RESULTS_FAIL	unknown		
SAMEA6227403	PASS	Neisseria meningitidis		
SAMEA1706934	PASS	Neisseria meningitidis		
SAMEA4948599	PASS	Neisseria meningitidis		
SAMEA4948687	PASS	Neisseria meningitidis		
SAMEA7838496	PASS	Neisseria meningitidis		
SAMEA8114373	PASS	Neisseria meningitidis		
SAMN14469428	PASS	Neisseria meningitidis	USA	2016
SAMEA7838790	PASS	Neisseria meningitidis		
SAMEA8114384	PASS	Neisseria meningitidis		
SAMEA4948874	PASS	Neisseria meningitidis		
SAMEA5747777	PASS	Neisseria meningitidis		
SAMEA8114111	PASS	Neisseria meningitidis		
SAMEA114226806	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA2673851	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3432134	PASS	Neisseria meningitidis		
SAMEA3946974	PASS	Neisseria meningitidis		
SAMEA5661171	PASS	Neisseria meningitidis		
SAMEA7838291	PASS	Neisseria meningitidis		
SAMEA7838418	PASS	Neisseria meningitidis		
SAMEA7838968	PASS	Neisseria meningitidis		
SAMN44030918	PASS	Neisseria meningitidis	New Zealand	2001
SAMEA4948177	PASS	Neisseria meningitidis		
SAMEA4948871	PASS	Neisseria meningitidis		
SAMEA4948872	PASS	Neisseria meningitidis		
SAMEA8114179	PASS	Neisseria meningitidis		
SAMN29756950	PASS	Neisseria meningitidis	USA	2015
SAMN42000619	PASS	Neisseria meningitidis	Belgium	2016-01-30
SAMEA3497526	PASS	Neisseria meningitidis		
SAMEA4948564	PASS	Neisseria meningitidis		
SAMEA7838469	PASS	Neisseria meningitidis		
SAMN29406916	PASS	Neisseria meningitidis	USA	2000
SAMEA110070757	PASS	Neisseria meningitidis		
SAMEA4948366	PASS	Neisseria meningitidis		
SAMEA5539663	PASS	Neisseria meningitidis		
SAMEA8114216	PASS	Neisseria meningitidis		
SAMN13450931	PASS	Neisseria meningitidis	New Zealand	2017
SAMN14469414	PASS	Neisseria meningitidis	USA	2016
SAMN14469769	PASS	Neisseria meningitidis	USA	2015
SAMEA104105331	PASS	Neisseria meningitidis		
SAMEA7741021	PASS	Neisseria meningitidis		
SAMEA7838872	PASS	Neisseria meningitidis		
SAMEA110070780	PASS	Neisseria meningitidis		
SAMEA111347684	PASS	Neisseria meningitidis	Norway	2003-07-16
SAMEA2047906	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA4504327	PASS	Neisseria meningitidis		
SAMEA4948279	PASS	Neisseria meningitidis		
SAMEA4948320	PASS	Neisseria meningitidis		
SAMEA4948578	PASS	Neisseria meningitidis		
SAMEA2820828	PASS	Neisseria meningitidis		
SAMEA3109256	PASS	Neisseria meningitidis		
SAMEA3596549	PASS	Neisseria meningitidis		
SAMEA4948137	PASS	Neisseria meningitidis		
SAMEA7838350	PASS	Neisseria meningitidis		
SAMEA8497862	PASS	Neisseria meningitidis		
SAMN29756988	PASS	Neisseria meningitidis	USA	2015
SAMN42000657	SYLPH_RESULTS_FAIL	unknown	Belgium	2016-06-19
SAMEA1677293	PASS	Neisseria meningitidis		
SAMEA2674025	PASS	Neisseria meningitidis		
SAMEA2820810	PASS	Neisseria meningitidis		
SAMEA5748892	SYLPH_RESULTS_FAIL	unknown		
SAMEA7838467	PASS	Neisseria meningitidis		
SAMEA7839013	PASS	Neisseria meningitidis		
SAMEA8114254	PASS	Neisseria meningitidis		
SAMN42000914	PASS	Neisseria meningitidis	Belgium	2019-03-06
SAMEA2629105	PASS	Neisseria meningitidis		
SAMEA2674556	PASS	Neisseria meningitidis		
SAMEA4948844	PASS	Neisseria meningitidis		
SAMEA7838506	PASS	Neisseria meningitidis		
SAMEA7838687	PASS	Neisseria meningitidis		
SAMEA1523020	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2820787	PASS	Neisseria meningitidis		
SAMEA7838688	PASS	Neisseria meningitidis		
SAMEA4948311	PASS	Neisseria meningitidis		
SAMEA7741047	PASS	Neisseria meningitidis		
SAMEA2674046	PASS	Neisseria meningitidis		
SAMEA3947019	PASS	Neisseria meningitidis		
SAMEA4719315	PASS	Neisseria meningitidis		
SAMEA7838354	PASS	Neisseria meningitidis		
SAMEA8114274	PASS	Neisseria meningitidis		
SAMEA1706848	PASS	Neisseria meningitidis		
SAMEA2820801	PASS	Neisseria meningitidis		
SAMEA7741158	PASS	Neisseria meningitidis		
SAMEA7838428	PASS	Neisseria meningitidis		
SAMEA2271597	PASS	Neisseria meningitidis		
SAMEA7838515	PASS	Neisseria meningitidis		
SAMEA2674455	PASS	Neisseria meningitidis		
SAMEA4948462	PASS	Neisseria meningitidis		
SAMEA4948537	PASS	Neisseria meningitidis		
SAMEA678371	PASS	Neisseria meningitidis		
SAMN29407118	PASS	Neisseria meningitidis	USA	2003
SAMEA103982798	PASS	Neisseria meningitidis		
SAMEA2673995	PASS	Neisseria meningitidis		
SAMEA3504032	PASS	Neisseria meningitidis		
SAMEA3506827	PASS	Neisseria meningitidis		
SAMEA4948199	PASS	Neisseria meningitidis		
SAMEA7838281	PASS	Neisseria meningitidis		
SAMN14500623	PASS	Neisseria meningitidis	USA	2015
SAMEA102346168	PASS	Neisseria meningitidis		
SAMEA111347643	PASS	Neisseria meningitidis	Norway	2002-02-26
SAMEA7838697	PASS	Neisseria meningitidis		
SAMEA7838972	PASS	Neisseria meningitidis		
SAMEA3503065	PASS	Neisseria meningitidis		
SAMEA4948157	PASS	Neisseria meningitidis		
SAMEA7838534	PASS	Neisseria meningitidis		
SAMN44030915	PASS	Neisseria meningitidis	New Zealand	2000
SAMEA4948378	PASS	Neisseria meningitidis		
SAMEA4948822	PASS	Neisseria meningitidis		
SAMEA7838959	PASS	Neisseria meningitidis		
SAMN44030974	PASS	Neisseria meningitidis	New Zealand	2007
SAMN44030978	PASS	Neisseria meningitidis	New Zealand	2007
SAMEA1706809	PASS	Neisseria meningitidis		
SAMEA2820906	PASS	Neisseria meningitidis		
SAMEA3946994	PASS	Neisseria meningitidis		
SAMEA7838966	PASS	Neisseria meningitidis		
SAMN14469810	PASS	Neisseria meningitidis	USA	2015
SAMN17286523	PASS	Neisseria meningitidis	USA: Maryland	2006
SAMN42001005	PASS	Neisseria meningitidis	Belgium	2020-02-25
SAMEA2049482	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA7838934	PASS	Neisseria meningitidis		
SAMN32815703	PASS	Neisseria meningitidis	USA	2018
SAMEA104354119	PASS	Neisseria meningitidis	New Zealand	1997
SAMEA3506805	PASS	Neisseria meningitidis		
SAMEA1677406	PASS	Neisseria meningitidis		
SAMEA2820793	PASS	Neisseria meningitidis		
SAMEA3432367	PASS	Neisseria meningitidis		
SAMEA7838608	PASS	Neisseria meningitidis		
SAMEA3506922	PASS	Neisseria meningitidis		
SAMEA4948198	PASS	Neisseria meningitidis		
SAMN08199135	PASS	Neisseria meningitidis	USA	2012
SAMN17286410	SYLPH_RESULTS_FAIL	unknown	USA: Georgia	2007
SAMEA104483066	PASS	Neisseria meningitidis		
SAMEA2820924	PASS	Neisseria meningitidis		
SAMEA3689886	PASS	Neisseria meningitidis		
SAMEA4947938	PASS	Neisseria meningitidis		
SAMEA7741066	PASS	Neisseria meningitidis		
SAMEA7838383	PASS	Neisseria meningitidis		
SAMEA7838389	PASS	Neisseria meningitidis		
SAMEA102460918	PASS	Neisseria meningitidis		
SAMEA4948237	PASS	Neisseria meningitidis		
SAMEA7838294	PASS	Neisseria meningitidis		
SAMEA7838634	PASS	Neisseria meningitidis		
SAMEA7838768	PASS	Neisseria meningitidis		
SAMEA115182393	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA3503029	PASS	Neisseria meningitidis		
SAMEA7838818	PASS	Neisseria meningitidis		
SAMEA111379219	PASS	Neisseria meningitidis		
SAMEA8497679	PASS	Neisseria meningitidis		
SAMEA6574433	PASS	Neisseria meningitidis		
SAMEA7838372	PASS	Neisseria meningitidis		
SAMN05364128	SYLPH_RESULTS_FAIL	unknown	USA: Florida	2016
SAMEA1677376	PASS	Neisseria meningitidis		
SAMEA4948140	PASS	Neisseria meningitidis		
SAMEA4948396	PASS	Neisseria meningitidis		
SAMEA678427	PASS	Neisseria meningitidis		
SAMEA7838390	PASS	Neisseria meningitidis		
SAMEA111347454	PASS	Neisseria meningitidis	Norway	2015-02-28
SAMEA2820918	PASS	Neisseria meningitidis		
SAMEA4948365	PASS	Neisseria meningitidis		
SAMEA4948415	PASS	Neisseria meningitidis		
SAMEA104283874	PASS	Neisseria meningitidis		
SAMEA8114068	PASS	Neisseria meningitidis		
SAMN14470086	PASS	Neisseria meningitidis	USA	2015
SAMEA2820866	PASS	Neisseria meningitidis		
SAMEA4948680	PASS	Neisseria meningitidis		
SAMN44750962	PASS	Neisseria meningitidis	USA: California	2023-09-22
SAMEA5757471	PASS	Neisseria meningitidis		
SAMEA7838279	PASS	Neisseria meningitidis		
SAMN38502767	PASS	Neisseria meningitidis	Australia: Sydney	2021
SAMEA2673936	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA8114295	PASS	Neisseria meningitidis		
SAMEA104416971	PASS	Neisseria meningitidis		
SAMEA111425940	PASS	Neisseria meningitidis		
SAMEA2674456	PASS	Neisseria meningitidis		
SAMEA2674526	PASS	Neisseria meningitidis		
SAMEA4947925	PASS	Neisseria meningitidis		
SAMEA6226984	PASS	Neisseria meningitidis		
SAMEA8497771	PASS	Neisseria meningitidis		
SAMN29757103	PASS	Neisseria meningitidis	USA	2016
SAMEA4948642	PASS	Neisseria meningitidis		
SAMEA6538672	PASS	Neisseria meningitidis		
SAMEA3503561	PASS	Neisseria meningitidis		
SAMEA7838376	PASS	Neisseria meningitidis		
SAMEA112237008	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA4948721	PASS	Neisseria meningitidis		
SAMEA8114294	PASS	Neisseria meningitidis		
SAMN13450797	PASS	Neisseria meningitidis	New Zealand	2014
SAMEA115428128	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA2271665	PASS	Neisseria meningitidis		
SAMEA3109226	PASS	Neisseria meningitidis		
SAMEA4361201	PASS	Neisseria meningitidis		
SAMEA4947959	PASS	Neisseria meningitidis		
SAMEA4948794	PASS	Neisseria meningitidis		
SAMEA5403283	PASS	Neisseria meningitidis	Czech Republic	2017-02
SAMEA678298	PASS	Neisseria meningitidis		
SAMEA1522953	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA3879335	PASS	Neisseria meningitidis		
SAMEA4063435	PASS	Neisseria meningitidis		
SAMEA4948267	PASS	Neisseria meningitidis		
SAMEA4948677	PASS	Neisseria meningitidis		
SAMEA7838617	PASS	Neisseria meningitidis		
SAMN05364098	PASS	Neisseria meningitidis	USA: Florida	2011
SAMN17286435	PASS	Neisseria meningitidis	USA: Georgia	2006
SAMEA1522777	PASS	Neisseria meningitidis		
SAMEA1522911	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA4948291	PASS	Neisseria meningitidis		
SAMN35339249	SYLPH_RESULTS_FAIL	unknown	New Zealand	1991
SAMEA3504013	PASS	Neisseria meningitidis		
SAMEA4948709	PASS	Neisseria meningitidis		
SAMEA6227058	PASS	Neisseria meningitidis		
SAMN09011280	PASS	Neisseria meningitidis	USA	2015
SAMN17286596	PASS	Neisseria meningitidis	USA: Maryland	2007
SAMEA4442146	PASS	Neisseria meningitidis		
SAMEA4948176	PASS	Neisseria meningitidis		
SAMN17286579	PASS	Neisseria meningitidis	USA: Maryland	2006
SAMN35340376	SYLPH_RESULTS_FAIL	unknown	New Zealand	2022
SAMEA111347832	PASS	Neisseria meningitidis	Norway	2009-01-08
SAMEA111379221	PASS	Neisseria meningitidis		
SAMEA37478668	PASS	Neisseria meningitidis		
SAMEA4948332	PASS	Neisseria meningitidis		
SAMEA4948744	PASS	Neisseria meningitidis		
SAMEA6574441	PASS	Neisseria meningitidis		
SAMEA678415	PASS	Neisseria meningitidis		
SAMN13450880	PASS	Neisseria meningitidis	New Zealand	2016
SAMEA4948478	PASS	Neisseria meningitidis		
SAMEA7740999	PASS	Neisseria meningitidis		
SAMEA7838465	PASS	Neisseria meningitidis		
SAMEA7838488	PASS	Neisseria meningitidis		
SAMEA111509613	PASS	Neisseria meningitidis		
SAMEA7741135	PASS	Neisseria meningitidis		
SAMEA7838256	PASS	Neisseria meningitidis		
SAMEA8114236	PASS	Neisseria meningitidis		
SAMEA8114311	PASS	Neisseria meningitidis		
SAMEA8497764	PASS	Neisseria meningitidis		
SAMN13450906	PASS	Neisseria meningitidis	New Zealand	2017
SAMEA104416911	PASS	Neisseria meningitidis		
SAMEA110426349	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA112237001	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA2673826	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948463	PASS	Neisseria meningitidis		
SAMEA678154	PASS	Neisseria meningitidis		
SAMEA7838580	PASS	Neisseria meningitidis		
SAMEA4948864	PASS	Neisseria meningitidis		
SAMEA111348027	PASS	Neisseria meningitidis	Norway	2000-09-09
SAMEA2629082	PASS	Neisseria meningitidis		
SAMEA4948049	PASS	Neisseria meningitidis		
SAMEA2674259	PASS	Neisseria meningitidis		
SAMEA4948230	PASS	Neisseria meningitidis		
SAMEA4948641	PASS	Neisseria meningitidis		
SAMEA4948816	PASS	Neisseria meningitidis		
SAMEA7838842	PASS	Neisseria meningitidis		
SAMEA7839001	PASS	Neisseria meningitidis		
SAMEA7839010	PASS	Neisseria meningitidis		
SAMEA8114241	PASS	Neisseria meningitidis		
SAMEA29905918	PASS	Neisseria meningitidis		
SAMEA5757516	PASS	Neisseria meningitidis		
SAMEA7838401	PASS	Neisseria meningitidis		
SAMEA7838556	PASS	Neisseria meningitidis		
SAMEA7838905	PASS	Neisseria meningitidis		
SAMEA8497766	PASS	Neisseria meningitidis		
SAMN41083613	SYLPH_RESULTS_FAIL	unknown	New Zealand	2023
SAMEA104283941	PASS	Neisseria meningitidis		
SAMEA4948587	PASS	Neisseria meningitidis		
SAMEA6539023	PASS	Neisseria meningitidis		
SAMN47133685	PASS	Neisseria meningitidis	USA: California	2025-02-13
SAMEA4948382	PASS	Neisseria meningitidis		
SAMEA4948085	PASS	Neisseria meningitidis		
SAMEA7838787	PASS	Neisseria meningitidis		
SAMEA104283752	PASS	Neisseria meningitidis		
SAMEA117762009	PASS	Neisseria meningitidis	Norway	2025-02-10
SAMEA4948627	PASS	Neisseria meningitidis		
SAMEA5747884	PASS	Neisseria meningitidis		
SAMEA29702668	PASS	Neisseria meningitidis		
SAMEA4948070	PASS	Neisseria meningitidis		
SAMEA4948832	PASS	Neisseria meningitidis		
SAMEA7741145	PASS	Neisseria meningitidis		
SAMEA112856919	PASS	Neisseria meningitidis		
SAMEA113563126	PASS	Neisseria meningitidis		
SAMEA114392429	PASS	Neisseria meningitidis	Portugal	2019
SAMEA1402194	PASS	Neisseria meningitidis		
SAMEA1706799	PASS	Neisseria meningitidis		
SAMEA3432107	PASS	Neisseria meningitidis		
SAMEA3503593	PASS	Neisseria meningitidis		
SAMEA4719541	PASS	Neisseria meningitidis		
SAMEA104105499	PASS	Neisseria meningitidis		
SAMEA111347975	PASS	Neisseria meningitidis	Norway	2003-07-23
SAMEA111509655	PASS	Neisseria meningitidis		
SAMEA1522898	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA5757496	PASS	Neisseria meningitidis		
SAMN42000656	PASS	Neisseria meningitidis	Belgium	2016-06-14
SAMN44030966	PASS	Neisseria meningitidis	New Zealand	2006
SAMEA2673937	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMN29756990	PASS	Neisseria meningitidis	USA	2015
SAMEA104283947	PASS	Neisseria meningitidis		
SAMEA4948630	PASS	Neisseria meningitidis		
SAMEA7838767	PASS	Neisseria meningitidis		
SAMN13450904	PASS	Neisseria meningitidis	New Zealand	2016
SAMN42000897	PASS	Neisseria meningitidis	Belgium	2019-02-09
SAMEA1401971	PASS	Neisseria meningitidis		
SAMEA3506878	PASS	Neisseria meningitidis		
SAMEA4532602	PASS	Neisseria meningitidis		
SAMEA8114310	PASS	Neisseria meningitidis		
SAMEA2674154	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3503259	PASS	Neisseria meningitidis		
SAMEA3503404	SYLPH_RESULTS_FAIL	unknown		
SAMEA4948272	PASS	Neisseria meningitidis		
SAMEA2271544	PASS	Neisseria meningitidis		
SAMEA2674088	PASS	Neisseria meningitidis		
SAMEA4948521	PASS	Neisseria meningitidis		
SAMEA4948584	PASS	Neisseria meningitidis		
SAMEA7838554	PASS	Neisseria meningitidis		
SAMEA104416895	PASS	Neisseria meningitidis		
SAMEA2629221	PASS	Neisseria meningitidis		
SAMEA2673768	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA7838545	PASS	Neisseria meningitidis		
SAMEA114226826	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA3109160	PASS	Neisseria meningitidis		
SAMEA4948018	PASS	Neisseria meningitidis		
SAMEA7838416	PASS	Neisseria meningitidis		
SAMEA3497539	PASS	Neisseria meningitidis		
SAMEA7838789	PASS	Neisseria meningitidis		
SAMEA7838811	PASS	Neisseria meningitidis		
SAMEA8114143	PASS	Neisseria meningitidis		
SAMN13450879	PASS	Neisseria meningitidis	New Zealand	2016
SAMN29126936	PASS	Neisseria meningitidis	New Zealand	2021
SAMEA111347818	PASS	Neisseria meningitidis	Norway	2008-12-26
SAMEA678293	PASS	Neisseria meningitidis		
SAMEA7838602	PASS	Neisseria meningitidis		
SAMEA7839018	PASS	Neisseria meningitidis		
SAMN25819690	PASS	Neisseria meningitidis	New Zealand	2020
SAMEA104283809	PASS	Neisseria meningitidis		
SAMEA1523095	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2674430	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948287	PASS	Neisseria meningitidis		
SAMEA4948765	PASS	Neisseria meningitidis		
SAMEA3503386	PASS	Neisseria meningitidis		
SAMEA4948080	PASS	Neisseria meningitidis		
SAMEA7741051	PASS	Neisseria meningitidis		
SAMEA7741102	PASS	Neisseria meningitidis		
SAMEA7838744	PASS	Neisseria meningitidis		
SAMEA7838924	PASS	Neisseria meningitidis		
SAMEA8114396	PASS	Neisseria meningitidis		
SAMEA7838845	PASS	Neisseria meningitidis		
SAMEA8114123	PASS	Neisseria meningitidis		
SAMEA2271629	PASS	Neisseria meningitidis		
SAMEA4948006	PASS	Neisseria meningitidis		
SAMEA4948791	PASS	Neisseria meningitidis		
SAMEA5748020	PASS	Neisseria meningitidis		
SAMEA7838511	PASS	Neisseria meningitidis		
SAMEA7838622	PASS	Neisseria meningitidis		
SAMN13450976	PASS	Neisseria meningitidis	New Zealand	2017
SAMEA104283951	PASS	Neisseria meningitidis		
SAMEA111348001	PASS	Neisseria meningitidis	Norway	2005-12-03
SAMEA4948278	PASS	Neisseria meningitidis		
SAMEA7741152	PASS	Neisseria meningitidis		
SAMEA7838929	PASS	Neisseria meningitidis		
SAMN01055163	PASS	Neisseria meningitidis		
SAMN08874930	SYLPH_RESULTS_FAIL	unknown	China	1979
SAMEA4719437	PASS	Neisseria meningitidis		
SAMN09011383	PASS	Neisseria meningitidis	USA	2013
SAMN14500660	PASS	Neisseria meningitidis	USA	2015
SAMN45220082	PASS	Neisseria meningitidis	China:Ningbo	2024-08-19
SAMEA2271347	PASS	Neisseria meningitidis		
SAMEA2299106	PASS	Neisseria meningitidis		
SAMEA4948341	PASS	Neisseria meningitidis		
SAMEA4948763	PASS	Neisseria meningitidis		
SAMN15162641	PASS	Neisseria meningitidis	New Zealand	2019
